game_id,nameOfGames,released_date,rating,summary
193,Mafia: Definitive Edition,2020-09-25,79.10683,"Re-made from the ground up, rise through the ranks of the Mafia during the Prohibition era of organized crime. After a run-in with the mob, cab driver Tommy Angelo is thrust into a deadly underworld. Initially uneasy about falling in with the Salieri crime family, Tommy soon finds that the rewards are too big to ignore."
194,Mafia,2022-04-11,87.3043,"Mafia is a 3D action crime epic set in the seedy underworld of the 1930's. Rise from the lowly but well-dressed Footsoldier, to an envied and feared Made Man in an era of mob hits, car chases, and bootlegging. Earn a reputation as a tough enforcer, daring getaway driver, and deadly hitman in your quest for respect and power within the Salieri Family."
195,Mafia: Trilogy,2020-05-19,0,"Be immersed into the brutal world of organized crime spanning three eras of illicit activity in America. For the first time ever, play all three crime dramas in the Mafia franchise in glorious 4K and Ultra HD detail, including the built from the ground up, faithfully reimagined edition of the critically acclaimed original, Mafia."
196,Mafia II: Director’s Cut,2011-12-01,80.58493,"Mafia II: Director's Cut is a Compilation game, developed by 2K Czech and published by 2K Games, which was released in 2011.  Live the life of Vito Scaletta, a small-time gangster with plenty of ambition and a talent for taking care of business. As Vito rises through the ranks of a powerful mob family, he soon discovers that life as a wise guy is as dangerous as it is glamorous.  In a gripping and stylish action adventure, Vito must prove himself an efficient enforcer, a skilled getaway driver and a reliable hit-man. Set in a mythic post-war America, Mafia II: Director’s Cut tells an intense story of friendship, loyalty, betrayal and revenge."
197,Mafia III: Definitive Edition,2020-05-19,47.12207,"Mafia III: Definitive Edition includes the main game, all Story DLC (Faster, Baby!, Stones Unturned, Sign of the Times) and Bonus Packs (Family Kick-Back Pack and Judge, Jury & Executioner Weapons Pack) bundled in one place for the first time."
198,Mafia II: Definitive Edition,2020-05-19,70.41193,"Remastered in stunning HD detail, live the life of a gangster during the Golden-era of organized crime. War hero Vito Scaletta becomes entangled with the mob in hopes of paying his father’s debts. Alongside his buddy Joe, Vito works to prove himself, climbing the family ladder with crimes of larger reward, status and consequence.  It includes the DLCs released for the original game (""The Betrayal of Jimmy"", ""Jimmy's Vendetta"", and ""Joe's Adventures"")."
199,Mafia III,2016-10-06,67.24509,"It’s 1968 and the rules have changed. After years in Vietnam, Lincoln Clay knows this truth: Family isn’t who you’re born with, it’s who you die for."
200,Mafia II,2010-08-24,81.69188,"The storyline for Mafia II is a gritty drama and chronicles the rise of Vito Scaletta, the son of Sicilian immigrants. As the game progresses, Vito joins the Falcone crime family and becomes ""a made man"" along with his best friend Joe Barbaro."
201,Mafia: The Game,2020-02-14,0,"Game Of Mafia is an adventure game set in New York City in the mid-1920s. You play as Frank, an ordinary postman whose quiet life changes dramatically when he meets his old friend. Opening your own bar sounds much better than delivering packages for the rest of life."
202,Mafia City,2017-05-15,0,"Time is running out! You play as a man named ""The Canario"". Fight hordes of enemies and try to survive in this city without laws. It's time to teach them a lesson!"
203,MAFIA: Family's Secret,2022-01-08,0,"Mafia: Family's Secret is a top-down shooting game. Kill your enemies, go through all the missions and discover the secrets of Guidice mafia family."
204,The Last Hope: Trump vs Mafia,2017-01-20,40,"You are Trump, the President of all Countries. Shortly after being sworn in, you travel to Europe for a conference, but your airplane is shot-down by mafia members. The Mafia and terrorists from all ex-countries join forces against you. Now you have to fix this mess."
205,Mafia III: Rivals,2016-10-07,0,"Begin your life of crime squaring off against rival gangs in battle RPG combat. Recruit and train 40 crime bosses from the Mafia III universe as they join your crew, and destroy any foes getting in the way. Outfit New Bordeaux's newest hit squad with an assortment of deadly weaponry and other gear. Join up with friends and battle players worldwide to see who has the deadliest crew in New Bordeaux."
206,MAFIA: Sex Noir,2022-03-03,0,Mafia Sex Noir is a visual novel game with Live2D animated sex scenes.
207,Doodle Mafia,2016-06-22,70,WATCH YOUR CRIME CITY COME ALIVE AS YOU PLAY! Doodle Mafia is the biggest “Doodle” game ever! Over 500 puzzles to solve and items to create as you play the role of Crime Boss or Cop. You decide how you want to play as you play through multiple hard-nosed storylines & play modes.
208,Forza Motorsport,2023-10-10,80.95602,"Out-build the competition in the new career. Race your friends in adjudicated multiplayer events. Compete in over 500 cars on world-famous tracks with cutting-edge AI, advanced physics, tire and fuel strategy, and driver and safety ratings."
209,Forza Horizon 3,2016-09-27,83.62276,"You’re in charge of the Horizon Festival. Customize everything, hire and fire your friends, and explore Australia in over 350 of the world’s greatest cars. Make your Horizon the ultimate celebration of cars, music, and freedom of the open road. How you get there is up to you."
210,Forza Horizon 5,2021-11-08,0,"Your Ultimate Horizon Adventure awaits! Explore the vibrant and ever-evolving open world landscapes of Mexico with limitless, fun driving action in hundreds of the world’s greatest cars. The Deluxe Edition includes the full game and Car Pass."
211,Forza Horizon 4,2018-10-02,0,"Dynamic seasons change everything at the world’s greatest automotive festival. Go it alone or team up with others to explore beautiful and historic Britain in a shared open world. Collect, modify and drive over 450 cars. Race, stunt, create and explore – choose your own path to become a Horizon Superstar.  The Forza Horizon 4 Deluxe Edition digital bundle includes the Car Pass and the Formula Drift Car Pack."
212,Forza Motorsport 7,2017-10-03,75.40162,"Forza Motorsport 7 immerses players in the exhilarating thrill of competitive racing. From mastering the new motorsport-inspired campaign to collecting a wide range of cars to experiencing the excitement of driving at the limit, this is Forza reimagined."
213,Forza Street,2018-05-05,0,"Enter the ultimate street racing scene to win the car collection of your dreams. Pick an event, set your lineup, and race for infamy.  COLLECT AND UPGRADE ICONIC CARS Race to collect legendary cars – from classic muscle to modern sports and retro supercars – turning your garage into a trophy case.  TRUE CINEMATIC RACING Streamlined controls focus on timing for gas, brake, and boost as action-cams chase the adrenaline up close.  RACE ON YOUR TERMS Race anytime, anywhere. Squeeze in a quick one-minute race or get immersed in an endless story with multiple paths to victory."
214,Forza Horizon,2012-10-23,0,"Your Ultimate Horizon Adventure awaits! Explore the vibrant and ever-evolving open world landscapes of Mexico with limitless, fun driving action in hundreds of the world’s greatest cars. The Deluxe Edition includes the full game and Car Pass."
215,Forza Motorsport 3,2009-10-22,80.00789,Forza Motorsport 3 is a racing video game developed for Xbox 360 by Turn 10 Studios. It was released in October 2009. It is the sequel to Forza Motorsport 2 and the third installment in the Forza Motorsport series. The game includes more than 400 customizable cars (More than 500 cars in the Ultimate Collection version) from 50 manufacturers and more than 100 race track variations with the ability to race up to eight cars on track at a time. These cars vary from production cars to race cars such as those from the American Le Mans Series.[1]
216,Forza Motorsport 5,2013-11-22,75.28283,"Forza Motorsport 5 is a cinematic automotive journey starring the world’s greatest cars and tracks. Built from the ground up to take advantage of Xbox One and the vast power of the cloud, no game better delivers the wide-eyed thrill of racing."
217,Forza Motorsport 2,2007-05-29,78.25583,"Forza Motorsport 2 brings Microsoft's racing sim series to the Xbox 360 with new tracks, new cars, and an impressive livery editor."
218,Forza Horizon 2,2014-09-30,82.89963,"Race through a massive wide-open world featuring dramatic weather and day-to-night cycle in Forza Horizon 2. Instantly connect with friends in the ultimate celebration of speed, style, and action-packed driving. Explore beautiful and exotic locations in more than 200 of the world’s greatest cars, all created with precise detail in stunning 1080p."
219,Forza Motorsport 4,2011-01-03,83.71202,"Forza Motorsport 4 is a racing video game, and the fourth in the Forza Motorsport series. Like Sony's Gran Turismo franchise, Forza games are racing simulations; heavy emphasis is placed on making the cars drive and look as realistic as possible. Races are conducted on closed circuit tracks. 500 cars are featured in the core game experience, ranging from road cars to race cars.    Players can utilize Kinect to look into a corner using a new head tracking feature. This allows them to look toward the apex of a corner or at nearby cars. The controller or steering wheel is used to control the car while Kinect is used independently for viewing around the driver. Players can also use Kinect as a game controller. In this setting the game automatically accelerates and decelerates the player's vehicle utilizing a modified version of the feature known as Auto Brake in Forza Motorsport 3. The steering is controlled by placing the players arms out as if controlling an invisible steering wheel. Kinect will allow the player to use voice commands to start races and navigate menus."
220,Forza Motorsport 6,2015-09-15,70.00967,"Apex takes elements from Forza Motorsport 6, brings them up to PC visual standards, and exists as a free game."
221,Forza Horizon 4 LEGO Speed Champions,2019-06-12,0,"Forza Horizon 4: LEGO Speed Champions, the second major expansion for the award-winning Forza Horizon 4, presents a wonderous new LEGO Valley to race and explore. Amass your own Brick Collection and construct a Master Builder’s House with a garage of amazing LEGO Speed Champions cars including the McLaren Senna, Ferrari F40 Competizione and 1967 Mini Cooper S Rally."
222,Forza Horizon 2 Presents Fast & Furious,2015-03-27,79.90624,"The next great automotive adventure begins with the Forza Horizon 2 Presents Fast & Furious standalone expansion for Xbox One and Xbox 360! For the first time ever, the Forza experience of thrilling driving and amazing cars is combining with the unstoppable Fast & Furious movie franchise to create an original adventure filled with adrenaline-fueled automotive action."
223,Forza Motorsport 6: Apex,2016-05-05,70.00967,"Apex takes elements from Forza Motorsport 6, brings them up to PC visual standards, and exists as a free game."
224,FORZA POLPO,,0,"It is the year 199X, and the world has been destroyed like it's an anime. Use your brave tiny Octopus robot to traverse a Japan frozen in time and place to defeat the evil Dr. Prometheus in this 90's-inspired and 2020-made action game full of neon, lasers, and tiny robots."
225,Forza Horizon 5: Rally Adventure,2023-03-29,75.42857,"Your Forza Horizon 5 Rally Adventure is here! Drive purpose-built rally monsters and conquer the rugged Sierra Nueva. Join three rally teams and attack Horizon’s most thrilling routes ever in Timed Rally and Multi-Car Races. Feel the intensity of massive dust trails and deformable roads in 10 new cars and experience the bursting flames of anti-lag. Explore dramatic craters, an abandoned quarry and an entirely smashable palm forest."
226,The Elder Scrolls V: Skyrim,2011-11-11,87.76224,"Skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose. Play any type of character you can imagine, and do whatever you want; the legendary freedom of choice, storytelling, and adventure of The Elder Scrolls is realized like never before."
227,The Elder Scrolls V: Skyrim - Dawnguard,2012-06-26,78.0901,"The Elder Scrolls V: Dawnguard is the first official add-on / DLC.  Dawnguard revolves around an ancient prophecy predicted by an Elder Scroll. Foretelling the eternal obfuscation of the sun, the scroll gave instructions on how to perform a magic ritual with a mythic bow and a special blood sacrifice. A legion of vampires known as the Volkihar Clan, lead by Lord Harkon, seek to actuate the prophecy by performing the ritual; the Dawnguard, a faction of crossbow-wielding vampire hunters counters their aims. Skyrim's Dragonborn protagonist chooses whether to join the Dawnguard and prevent Nirn from being plunged in an irrevocable night, or assist the vampire coven with realizing their malevolent ambition.  introduced in Dawnguard are two unique skill trees, one for vampirism noted as ""Vampire Lord"" and one for lycanthropy.  Twenty-two quests featured in the plug-in; twelve exist in the main quest, with several optional side quests. A few repeatable, radiant quests can also be completed. The questline forks at ""A New Order"", where allegiance between the Volkihar Clan and the Dawnguard must be selected. The side chosen is irreversible.  There are a ton of new items, people and weapons added with this DLC"
228,The Elder Scrolls V: Skyrim - Hearthfire,2012-09-04,64.28573,"The Elder Scrolls V: Hearthfire is the second official add-on for the fifth installment in the Elder Scrolls series, Skyrim. Hearthfire focuses around purchasing land and designing, building and maintaining a homestead. The option to hire stewards, carriage drivers and a personal bard are also available. With five pre-built purchasable houses already present in Skyrim, it's now possible to own property in every hold, except Winterhold.  In addition, an adoption mechanic has been introduced that allows the Dragonborn to adopt children and raise them in the newly built home, provided there is room for them. In addition, previously bought homes can be altered to have a children's bedroom fitted into them."
229,The Elder Scrolls V: Skyrim - Dragonborn,2012-12-04,81.57661,The Elder Scrolls V: Skyrim - Dragonborn is the third and final add-on for the action role-playing open world video game The Elder Scrolls V: Skyrim.
230,The Elder Scrolls V: Skyrim VR,2017-12-31,76.48153,"A true, full-length open-world game for VR has arrived. Skyrim VR reimagines the complete epic fantasy masterpiece with an unparalleled sense of scale, depth, and immersion. From battling ancient dragons to exploring rugged mountains and more, Skyrim VR brings to life a complete open world for you to experience any way you choose. Skyrim VR includes the critically-acclaimed core game and official add-ons – Dawnguard, Hearthfire, and Dragonborn."
231,SkyTime,2016-12-02,40,"SkyTime is a 3D platformer in which you slow time, dodge bullets, destroy turrets and overcome obstacles! If you ever played Superhot or Cluster Truck, this game combines them both!"
232,The Elder Scrolls V: Skyrim Anniversary Edition,2021-11-11,98.58022,"The Elder Scrolls V: Skyrim - Anniversary Edition contains the full game plus all three expansions and over 500 pieces of unique content from Creation Club, including pre-existing and new quests, dungeons, bosses, weapons, spells and more!"
233,The Elder Scrolls V: Skyrim Special Edition,2016-10-27,87.10771,"Skyrim special edition is a remaster of the classic from 2011. Now with upgraded visuals. Skyrim reimagines and revolutionises the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose."
234,The Elder Scrolls V: Skyrim Legendary Edition,2013-06-04,91.4023,"Live Another Life, In Another World: Play any type of character you can imagine, and do whatever you want; the freedom of choice, storytelling, and adventure of The Elder Scrolls comes to life in one legendary experience from all three official add-ons.  Dawnguard: The Vampire Lord Harkon has returned to power. By using the Elder Scrolls, he seeks to do the unthinkable - to end the sun itself. Will you join the ancient order of the Dawnguard and stop him? Or will you become a Vampire Lord? Hearthfire: Purchase land and build your own home from the ground up - from a simple one-room cottage to a sprawling compound complete with an armory, alchemy laboratory, and more.  Dragonborn: Journey off the coast of Morrowind, to the vast island of Solstheim. Traverse the ash wastes and glacial valleys of this new land as you become more powerful with shouts that bend the will of your enemies and even tame dragons."
235,Cornerstone: The Song of Tyrim,2016-04-25,70,"Action role-playing, puzzle solving, and crafting combine in this sprawling open-world fantasy epic, which invites you to take on a range of sweeping quests, battle unforgettable adversaries, and experience the adventure of a lifetime. An interactive, physics-based world of wonder bursting with colorful characters and exotic islands filled with tricks, traps, and treasures to explore awaits your conquest as you gather fantastical artifacts and equipment which can be crafted into playable vehicles and more.  It's been weeks since anyone last saw the Viking men of the village of Borja, and young Tyrim is determined to set forth and find them. Wielding his crafting and combat skills, you’ll set sail on the Mad Goat across the seas to uncover the world of Nygard’s mysteries, collecting fabulous relics, uncovering forbidden secrets and magic, and ultimately challenging an ancient and unstoppable evil as you quest to bring the Vikings home.  Epic, open-world blend of action RPG, physics-based puzzle-solving, and combat Complete crafting system – build your own weapons, armor, and gear Explore 8 exotic islands filled with unique enemies, treasures, and adventures Playable vehicles include ships, windsurfers, and more Dozens of quirky characters to interact and engage with Sweeping score includes live musicians and sound effects Fluid and realistic physics bring the action to life"
236,Project Syria,2016-11-01,0,Nearly one half of Syria’s 23 million people have been displaced in its civil war and no group has been as severely affected as children. Children make up more than half of the three million refugees living in camps some news reports indicate that children are actually being specifically targeted in the violence.
237,Sink or Skim,2018-01-12,0,"A top down platformer about a rock skimming across the water from island to island. Bounce from wall to wall to keep up speed, go too slow and you sink below the waves."
238,SKYHILL,2015-10-05,64.06671,"Skyhill is a roguelike story about staying alive when there is no reason to. You are a resident of Skyhill hotel,who survived biological catastrophe. Goal - is to get out of your penthouse in search of other people and salvation. But all elevators in the building are off and floors are flooded with hazards. You are not sure is there any other survivors, as far as you know everyone in the building died, or… changed beyond recognition. Those who provided room service and pushed buttons in elevators for you not so long ago… well now all they want is to rip off your flesh to get to your tasty insides… So much for customer service. You face the dilemma: on the one hand you have to get out from the damn building, on the other hand your hotel suite is your only “Fort” that protects from the horrors of post-apocalyptic reality."
239,Skyraine,2017-09-01,0,"Skyraine is an action packed platform/missile defender game. Defend against waves of enemies in your turret, and use special power-ups to annihilate the stronger hordes. Leave your turret to strategically expand your base between waves. Play with up to 3 players in local multiplayer co-op. Will you survive?"
240,Cities: Skylines,2015-03-10,0,"Cities: Skylines - Green Cities is a new expansion for the city-builder from Colossal Order, adding new ways for players to build earth-friendly towns. The expansion adds 350 new assets to the core game, adding a massive selection of new visual options, complete with eco-friendly buildings, organic shops, electric vehicles, and new services designed to make pollution a quaint notion of the past. Players can create more diversified cities, or go completely green as the urban population grows. New in-game services and buildings arrive alongside revisions to noise and environmental pollution, making the skies safer for Chirper at last."
241,Cities: Skylines 2,2023-10-24,68.63277,"Create and manage your own city without restrictions. Offering a deep simulation and a living economy, Cities: Skylines II will challenge your decision-making skills and allow you to build the cities of your dreams. Get ready for a new epic scale in the most realistic city builder - ever."
242,SKYHILL: Black Mist,2020-06-11,0,"SKYHILL: Black Mist key features: - Non-linear exploration Carve your own way in a semi-open world of Skyhill condominium, but also within infrastructure buildings such as, school, shopping center, business lounge, cinema, underground parking space and variety of technical locations.  - Survival at all cost You were infected by mysterious black mist and you’re slowly dying. You constantly have to search for medicine to sustain yourself, gather and manage resources, craft new tools and weapons to survive as long as possible in this hostile environment.  - Play Your Way Solve problems the way You like most, use environment to your advantage, lure enemies into traps, sneak using stealth or hit them hard with brute force. You decide. And… if you die, you die in your own style as well.  - Mysterious Threat Solve the mystery of dark mist’s origins. Nothing is as it seems, try to distinguish reality from illusions and find out what’s real and what’s not."
243,Star Wars (1983),1983-05-01,77.46807,"Star Wars is a conversion of Atari Games' first-person shoot 'em up based around the original Star Wars film.  You take on the role of Luke Skywalker, aiming to destroy the Death Star - which, as any fan knows, involves attacking the 'weak spot' near the exhaust. To even get to this you have to pass swarms of TIE Fighters. Complete the game and it loops back around at ever-increasing difficulty. The game uses vector graphics, which allow lots of action at high speed on comparatively slow systems."
244,Star Wars,1983-05-01,0,"Star Wars is a Family Computer video game released in 1987 by Namco. Despite being based on the first Star Wars film.  It is the only game in the Star Wars franchise that was released exclusively in Japan. The game is a common side-scrolling platformer where the player controls Luke Skywalker (appearing with black hair due to color limitations), as he travels to join the Rebellion against the Empire."
245,STAR WARS Starfighter,2001-02-18,63.83394,"Join three heroic starfighter pilots in harrowing deep space and planetary missions to save the planet of Naboo. Star Wars Starfighter allows you to fly through a unique chapter of the Star Wars universe, piloting 20 realistic and accurately rendered 3D starships amidst a variety of 14 environments set in air and space.  Takeoff on an epic journey that begins on the lush paradise planet of Naboo and continues through the climactic assault on the Droid Control Ship inspired by the motion picture Star Wars Episode I: The Phantom Menace. Take on the roles of rookie Naboo pilot Rhys Dallows, mercenary Vana Sage, and alien pirate Nym as they join together in an unlikely alliance against an unexpected assault on a peaceful planet. As you fly to the aid of Naboo, you'll test your battle skills against more than 50 vehicles, including Trade Federation drop ships, battle tanks, Droid starfighters and never before seen craft such as the deadly Protector, Scarab, and Dagger."
246,Star Wars Eclipse,,0,"A new action-adventure, multiple-character branching narrative game set in the High Republic era, presented to you by Quantic Dream and Lucasfilm Games. Now early in development."
247,Star Wars: Squadrons,2020-10-02,73.22307,"Master the art of starfighter combat in the authentic piloting experience STAR WARS: Squadrons. Buckle up, feel the adrenaline of first-person multiplayer space dogfights alongside your squadron, and learn what it means to be a pilot in a thrilling STAR WARS single-player campaign."
248,Star Wars: Rebellion,1998-02-27,70.05479,"Subvert the Empire. Crush the Alliance. Your Choice. Your Destiny.  It is a time of great upheaval. The first Death Star has been destroyed, marking a major victory for the Rebellion. But the Empire remains strong. As commander, you must choose to take control of either the Rebel Alliance or the Galactic Empire. Your goal: complete domination of the galaxy.  Take the galaxy by force. Take the galaxy through diplomacy. Take the galaxy via covert operations. Earn the loyalty (or resentment) of up to 200 worlds. Star Wars Rebellion gives you a myraid of means to implement strategy and tactics on a grand scale and in a real-time environment. With control of the entire Star Wars galaxy as the prize, will the Force be with you? Discover for yourself."
249,Star Wars: The Clone Wars,2002-10-28,60.36333,"The Clone Wars has you deep inside the battles of the Old Republic through 16 missions, piloting a range of vehicles including speeder bikes, Republic Gunships and fighter tanks as well as the weapon of the Jedi, your lightsabre, for close combat. Whereas the Rogue Squadron series concentrated on aerial battles, The Clone Wars contains almost all ground battles. You must fight as Anakin Skywalker, Obi Wan Kenobi, Mace Windu, and others throughout the game to prevent the Confederacy from gaining a deadly weapon. Multiplayer options are also included for up to four players with game types including deathmatch, conquest, and a co-op ground and vehicle survival mode."
250,Star Wars: Empire at War,2006-02-16,73.96524,"From the lives of soldiers to the deaths of planets, you are the supreme galactic commander. It is a time of galactic civil war. Take up the reins of the Rebellion or assume control for the Empire.  Whichever you choose, it will be up to YOU to steer your side to ultimate victory. Command everything from individual troops to starships and even the mighty Death Star as you execute campaigns on the ground, in space and across the galaxy. Forget tedious resource gathering – just jump straight into the heart of the action.  You can even change Star Wars history! Every decision affects your next battle and every battle helps shape the fate of the galaxy."
251,Star Wars: Dark Forces,1995-02-28,78.39081,"The Empire stretches its evil clutches across the galaxy, consuming planets with devastating results. Through many struggles, the Rebel Alliance has learned of a new Imperial battle station, the Death Star, with enough power to destroy an entire planet.  The evil Empire is secretly building a massive army to complete their arsenal of domination and render their reign of terror unstoppable. Kyle Katarn, a formal Imperial Stormtrooper must join the Rebel Alliance's covert operations division, and re-take the Empire from the inside, one battle at a time.  Unlike many other Doom-based games, Star Wars: Dark Forces attempted a realistic approach: the missions followed a specific storyline, sometimes cut up by scenes to progress the narrative. Each mission had its own briefing and objective. The levels were designed to represent actual bases, mines, facilities, and other known places from the Star Wars universe, like Star Destroyer interiors, Jabba's ship, Coruscant, etc."
252,Star Wars Bounty Hunter,2002-11-19,63.82175,"Star Wars: Bounty Hunter (released in Japan as Star Wars: Jango Fett) is a Star Wars video game developed and published by LucasArts for the GameCube and Sony PlayStation 2, released in 2002. In the game, players play as the bounty hunter Jango Fett, featured in the 2002 film Star Wars Episode II: Attack of the Clones, to which this game serves as a prequel. Both Temuera Morrison and Leeanna Walsman reprise their roles from the film as Jango Fett and Zam Wesell, respectively.  The main objective of Star Wars: Bounty Hunter is to hunt Dark Jedi Komari Vosa. During the game, it is revealed why Jango Fett was chosen as the template for the Grand Army of the Republic, how Boba Fett, his cloned ""son"" was born, and how Jango acquired Slave I.  Players also fight many ""bosses"", such as Montross and Longo ""Two-Guns"". There are also side objectives, such as collecting secondary bounties, that open special bonus items in the game. When the player beats a chapter, blooper reels - comedic machinima productions - are unlocked."
253,Star Wars: Racer Revenge,2015-04-28,71.03605,"Star Wars: Racer Revenge is a Star Wars video game that involves high speed racing. It is the sequel to Star Wars Episode I: Racer. The story takes place eight years after The Phantom Menace, Sebulba wants revenge on Anakin Skywalker. Unlike its predecessor, the player is unable to continue racing if they crash their pod."
254,Star Wars Jedi: Survivor,2023-04-27,81.47436,"The story of Cal Kestis continues in Star Wars Jedi: Survivor, a third-person, galaxy-spanning, action-adventure game from Respawn Entertainment, developed in collaboration with Lucasfilm Games. This narratively driven, single-player title picks up five years after the events of Star Wars Jedi: Fallen Order and follows Cal’s increasingly desperate fight as the galaxy descends further into darkness. Pushed to the edges of the galaxy by the Empire, Cal will find himself surrounded by threats new and familiar. As one of the last surviving Jedi Knights, Cal is driven to make a stand during the galaxy’s darkest times — but how far is he willing to go to protect himself, his crew, and the legacy of the Jedi Order?"
255,Star Wars: Jedi Starfighter,2002-03-10,61.32529,"The game features two immediately playable craft: Nym's starfighter, ""The Havoc"", which features heavy armament as a bomber, and Adi's fighter, which features force powers such as lightning and force shield.  There are also nine unlockable craft which can be played on any mission: the X-wing, Tie fighter, Reti's advanced Zoomer, Adi's advanced Jedi starfighter, Saboath fighter, Jenkin's advanced Freefall, Nym's advanced Havoc, a Republic gunship, and Jango Fett's Slave I. In addition, with the code ""headhunt,"" the Z-95 headhunter can be unlocked."
256,Star Wars: Republic Commando,2005-03-01,82.16297,"Chaos has erupted throughout the galaxy. As a leader of an elite squad of Republic Commandos, your mission is to infiltrate, dominate, and ultimately, annihalate the enemy. Your squad will follow your orders and your lead, working together as a team-instinctively, intelligently, instantly. You are their leader. They are your weapon.  Star Wars: Republic Commando is a tactical first-person shooter video game, set in the Star Wars universe. It was developed by LucasArts using the Unreal Engine, and published for the Xbox and Microsoft Windows in 2005. The game features both single-player and multiplayer game modes. In the story, set in the Star Wars Legends expanded universe, players assume the role of RC-1138 (""Boss""), an elite clone trooper, known as ""clone commando"", and the leader of the special ops unit Delta Squad, consisting of three fellow clone commandos with distinctive personalities and character traits: RC-1262 (""Scorch""), RC-1140 (""Fixer""), and RC-1207 (""Sev""). The story follows Delta Squad as they complete increasingly difficult missions throughout the Clone Wars and learn to bond as a team.  Republic Commando received generally favorable reviews at release. Many critics praised the story and combat, but criticized the short length and average multiplayer. In the years since its release, it has come to be considered one of the best Star Wars games ever made, and has gained a cult following.  An enhanced port of the game by Aspyr is set to release for the Nintendo Switch and PlayStation 4 on April 6, 2021. As reported by Jordan Ramée of GameSpot, ""Handled by Aspyr Media, Star Wars: Republic Commando Remastered brings the original 2005 Xbox and PC game to PS4 and Switch with enhanced HD graphics and modernized controls, though the multiplayer is absent. Otherwise, it's the same game. And though the flaws in its gameplay are only more noticeable now 16 years later, this remaster manages to still deliver a compelling story of four specialized commandos engaging in a variety of combat missions across the Clone Wars.""."
257,STAR WARS Battlefront II,2017-11-17,69.77011,"Embark on an endless Star Wars action experience from the best-selling Star Wars HD video game franchise of all time. Experience rich multiplayer battlegrounds across all 3 eras - prequel, classic and new trilogy - or rise as a new hero and discover an emotionally gripping single-player story spanning thirty years.  Customise and upgrade your heroes, starfighters or troopers - each with unique abilities to exploit in battle. Ride tauntauns or take control of tanks and speeders. Use the Force to prove your worth against iconic characters like Kylo Ren, Darth Maul or Han Solo, as you play a part in a gaming experience inspired by forty years of timeless Star Wars films."
258,Star Wars: Battlefront II (2005),2005-10-30,69.77011,"Embark on an endless Star Wars action experience from the best-selling Star Wars HD video game franchise of all time. Experience rich multiplayer battlegrounds across all 3 eras - prequel, classic and new trilogy - or rise as a new hero and discover an emotionally gripping single-player story spanning thirty years.  Customise and upgrade your heroes, starfighters or troopers - each with unique abilities to exploit in battle. Ride tauntauns or take control of tanks and speeders. Use the Force to prove your worth against iconic characters like Kylo Ren, Darth Maul or Han Solo, as you play a part in a gaming experience inspired by forty years of timeless Star Wars films."
259,STAR WARS Empire at War - Gold Pack,2010-05-25,77.30475,"Command or corrupt an entire galaxy in the definitive Star Wars strategy collection. It is a time of galactic civil war. Will you take up the reins of the Rebellion, assume control of the Empire, or rule the Star Wars Underworld?"
260,Star Wars: The Force Unleashed,2008-09-16,73.98936,"Star Wars: The Force Unleashed is a Star Wars video game that takes place between the films Star Wars: Episode III Revenge of the Sith and Star Wars: Episode IV A New Hope. It is the centerpiece of the Star Wars: The Force Unleashed multimedia project,  Star Wars: The Force Unleashed completely re-imagines the scope and scale of the Force and casts players as Darth Vader’s ""Secret Apprentice,"" unveiling new revelations about the Star Wars galaxy seen through the eyes of a mysterious new character armed with unprecedented powers.  The game showcases Digital Molecular Matter (DMM), an extremely detailed and realistic material physics engine developed by Pixelux, and Euphoria, a realistic bio-mechanical A.I. engine by NaturalMotion"
261,Star Wars: The Old Republic,2011-12-20,75.90144,"Step in to the center of your own Star Wars story as you choose your path down the light or dark side of the Force. Your choices have impact not only on your story but on those who join you along the way. Each choice you make can change how your story unfolds including unexpected story twists or devastating consequences that impact you and your Companions. Play as one of 8 legendary Star Wars classes include Jedi, Sith, Smuggler, Trooper and more – this is your story and you decide how you want to build your reputation and influence across the galaxy as you join in epic adventures and challenging missions on the ground and in space!"
262,Borderlands,2009-10-20,79.97965,"With its addictive action, frantic first-person shooter combat, massive arsenal of weaponry, RPG elements and four-player co-op, Borderlands is a breakthrough experience that challenges all the conventions of modern shooters. Borderlands places you in the role of a mercenary on the lawless and desolate planet of Pandora, hell-bent on finding a legendary stockpile of powerful alien technology known as The Vault.  Role Playing Shooter (RPS) - combines frantic first-person shooting action with accessible role-playing character progression.  Co-Op Frenzy - Fly solo in single player or drop in and out with up to 4 Player Co-Op online for a maniacal multiplayer experience.  Bazillions of Guns - Gun lust fulfilled with rocket-launching shotguns, enemy-torching revolvers, SMGs that fire lightning rounds, and tons more.  Radical Art Style - New visual style combines traditional rendering techniques with hand-drawn textures to create a unique and eye-catching spin on the First Person genre.  Intense Vehicular Combat - Get behind the wheel and engage in intense vehicle-to-vehicle combat."
263,Borderlands 3,2019-09-13,77.74224,"The original shooter-looter returns, packing bazillions of guns and a mayhem-fueled adventure! Blast through new worlds and enemies as one of four new Vault Hunters. Play solo or with friends to take on insane enemies, score loads of loot and save your home from the most ruthless cult leaders in the galaxy."
